Mme/M,Députés,id,photo,Groupe,Ministre,Fonction,Partis,Précision,Téléphone / Portable,Mail,Départements,Circonscription,Tribune Le Monde signataires interdiction glyphosate,Co-signataires amendement Mathieu Oprhelin,1er scrutin Absent / Présent,Pour/Contre,2ème scrutin Absent / Présent,Pour/Contre,SCRUTIN ENVOYE SPECIAL
Mme,Amélia Lakrafi,omc_pa721004,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721004.jpg,La République en Marche,,,LREM,,01 40 63 94 10,amelia.lakrafi@assemblee-nationale.fr,Français établis hors de France,10,,,,,,,
Mme,Manuéla Kéclard-Mondésir,omc_pa721012,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721012.jpg,Gauche démocrate et républicaine,,,PCF,,Pas de Tel,manuela.keclard-mondesir@assemblee-nationale.fr,Martinique,2,,,,,,,
Mme,Anne Genetet,omc_pa721024,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721024.jpg,La République en Marche,,,LREM,,01 40 63 74 18,anne.genetet@assemblee-nationale.fr,Français établis hors de France,11,,,,,,,
M.,Lénaïck Adam,omc_pa721036,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721036.jpg,La République en Marche,,,LREM,,01.40.63.74.45,lenaick.adam@assemblee-nationale.fr,Guyane,2,,,,,PRESENT,POUR,
Mme,Nathalie Bassire,omc_pa721046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721046.jpg,Les Républicains,,,LR,Apparentée au,01 40 63 72 48,nathalie.bassire@assemblee-nationale.fr,Réunion,3,,,,,,,
M.,David Lorion,omc_pa721054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721054.jpg,Les Républicains,,,LR,,01 40 63 72 51,david.lorion@assemblee-nationale.fr,Réunion,4,,,,,,,POUR
M.,Jean-Hugues Ratenon,omc_pa721062,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721062.jpg,La France insoumise,,,LFI,,01 40 63 32 13,jean-hugues.ratenon@assemblee-nationale.fr,Réunion,5,,,,,,,POUR
Mme,Nadia Ramassamy,omc_pa721070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721070.jpg,Les Républicains,,,LR,Apparentée au,01 40 63 68 78,nadia.ramassamy@assemblee-nationale.fr,Réunion,6,,,,,,,
M.,Philippe Dunoyer,omc_pa721094,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721094.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 69 98,philippe.dunoyer@assemblee-nationale.fr,Nouvelle-Calédonie,1,,,,,,,
Mme,Nicole Sanquer,omc_pa721110,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721110.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 71 46,nicole.sanquer@assemblee-nationale.fr  sanquern@yahoo.fr,Polynésie Française,2,,,,,,,
M.,Moetai Brotherson,omc_pa721118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721118.jpg,Gauche démocrate et républicaine,,,PCF,,01 40 63 71 14,moetai.brotherson@gmail.com  moetai.brotherson@assemblee-nationale.fr,Polynésie Française,3,,,,,,,
Mme,Claire Guion-Firmin,omc_pa721126,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721126.jpg,Les Républicains,,,LR,Apparentée au,Pas de Tel,claire.javois@assemblee-nationale.fr,Saint-Barthélemy et Saint-Martin,1,,,,,,,
M.,Roland Lescure,omc_pa721134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721134.jpg,La République en Marche,,,LREM,,01 40 63 25 21,roland.lescure@assemblee-nationale.fr,Français établis hors de France,1,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Paula Forteza,omc_pa721142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721142.jpg,La République en Marche,,,LREM,,01 40 63 74 21,paula.forteza@assemblee-nationale.fr ,Français établis hors de France,2,,,,,,,
M.,Alexandre Holroyd,omc_pa721150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721150.jpg,La République en Marche,,,LREM,,01 40 63 68 16,alexandre.holroyd@assemblee-nationale.fr,Français établis hors de France,3,,,,,,,
M.,Pieyre-Alexandre Anglade,omc_pa721158,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721158.jpg,La République en Marche,,,LREM,,01 40 63 66 80,pieyre-alexandre.anglade@assemblee-nationale.fr,Français établis hors de France,4,,,,,,,
Mme,Samantha Cazebonne,omc_pa721166,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721166.jpg,La République en Marche,,,LREM,,01 40 63 74 22,samantha.cazebonne@assemblee-nationale.fr,Français établis hors de France,5,,SIGNATAIRE,,,,,
M.,Joachim Son-Forget,omc_pa721174,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721174.jpg,La République en Marche,,,LREM,,01 40 63 74 25,joachim.son-forget@assemblee-nationale.fr,Français établis hors de France,6,,,,,,,
M.,Frédéric Petit,omc_pa721182,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721182.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 75 30,frederic.petit@assemblee-nationale.fr,Français établis hors de France,7,,,,,,,CONTRE
Mme,Frédérique Dumas,omc_pa721194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721194.jpg,"UDI, Agir et Indépendants",,,LREM,,01 40 63 93 09,frederique.dumas@assemblee-nationale.fr,Hauts-de-Seine,13,SIGNATAIRE,,,,,,
M.,Éric Coquerel,omc_pa721202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721202.jpg,La France insoumise,,,LFI,,01 40 63 02 13,eric.coquerel@assemblee-nationale.fr,Seine-Saint-Denis,1,,,,,PRESENT,POUR,POUR
M.,Alexis Corbière,omc_pa721210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721210.jpg,La France insoumise,,,LFI,,01 40 63 02 14,alexis.corbiere@assemblee-nationale.fr,Seine-Saint-Denis,7,,,,,PRESENT,POUR,POUR
Mme,Sylvie Charrière,omc_pa721218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721218.jpg,La République en Marche,,,LREM,,01 40 63 69 31,sylvie.charriere@en-marche.fr  sylvie.charriere@assemblee-nationale.fr,Seine-Saint-Denis,8,,,,,,,
Mme,Sabine Rubin,omc_pa721226,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721226.jpg,La France insoumise,,,LFI,,01 40 63 96 02,sabine.rubin@assemblee-nationale.fr,Seine-Saint-Denis,9,,,,,PRESENT,CONTRE,POUR
Mme,Maud Petit,omc_pa721234,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721234.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 67 54,maud.petit@assemblee-nationale.fr,Val-de-Marne,4,,,,,PRESENT,POUR,POUR
Mme,Albane Gaillot,omc_pa721246,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721246.jpg,La République en Marche,,,LREM,,01 40 63 95 02,albane.gaillot@gmail.com  albane.gaillot@assemblee-nationale.fr,Val-de-Marne,11,,,,,PRESENT,ABSTENTION,
M.,Guillaume Vuilletet,omc_pa721262,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721262.jpg,La République en Marche,,,LREM,,01 40 63 64 11,guillaume.vuilletet@assemblee-nationale.fr,Val-d'Oise,2,,,,,,,CONTRE
M.,Stéphane Peu,omc_pa721270,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721270.jpg,Gauche démocrate et républicaine,,,PCF,,01 40 63 60 87,stephane.peu@assemblee-nationale.fr,Seine-Saint-Denis,2,,,,,,,
M.,Patrice Anato,omc_pa721278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721278.jpg,La République en Marche,,,LREM,,01.40.63.69.30,patrice.anato@assemblee-nationale.fr,Seine-Saint-Denis,3,SIGNATAIRE,,,,,,
M.,Alain Ramadier,omc_pa721286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721286.jpg,Les Républicains,,,LR,,01 40 63 68 83,alain.ramadier@assemblee-nationale.fr,Seine-Saint-Denis,10,,,,,PRESENT,CONTRE,
M.,Guillaume Gouffier-Cha,omc_pa721296,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721296.jpg,La République en Marche,,,LREM,,01 40 63 95 06,guillaume.gouffier-cha@assemblee-nationale.fr,Val-de-Marne,6,,SIGNATAIRE,,,,,
M.,Raphaël Schellenberger,omc_pa721314,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721314.jpg,Les Républicains,,,LR,,01 40 63 05 04,raphael.schellenberger@assemblee-nationale.fr,Haut-Rhin,4,,,,,,,
Mme,Anne Brugnera,omc_pa721328,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721328.jpg,La République en Marche,,,LREM,,01 40 63 66 94,anne.brugnera@assemblee-nationale.fr,Rhône,4,,,,,,,
Mme,Blandine Brocard,omc_pa721336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721336.jpg,La République en Marche,,,LREM,,01 40 63 69 24,blandine.brocard@assemblee-nationale.fr,Rhône,5,,,,,,,
M.,Bruno Bonnell,omc_pa721344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721344.jpg,La République en Marche,,,LREM,,01 40 63 69 25,bruno.bonnell@assemblee-nationale.fr,Rhône,6,,,,,PRESENT,CONTRE,CONTRE
Mme,Danièle Cazarian,omc_pa721352,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721352.jpg,La République en Marche,,,LREM,,01 40 63 32 08,daniele.cazarian@assemblee-nationale.fr,Rhône,13,,,,,,,
M.,Raphaël Gauvain,omc_pa721364,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721364.jpg,La République en Marche,,,LREM,,01 40 63 76 52,raphael.gauvain@assemblee-nationale.fr,Saône-et-Loire,5,,,,,,,
M.,Damien Pichereau,omc_pa721372,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721372.jpg,La République en Marche,,,LREM,,01 40 63 03 13,damien.pichereau@assemblee-nationale.fr,Sarthe,1,,,,,,,
Mme,Pascale Fontenel-Personne,omc_pa721384,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721384.jpg,La République en Marche,,,LREM,,01 40 63 76 56,pascale.fontenel-personne@assemblee-nationale.fr,Sarthe,3,,,,,,,
Mme,Typhanie Degois,omc_pa721398,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721398.jpg,La République en Marche,,,LREM,,01 40 63 76 65,typhanie.degois@assemblee-nationale.fr,Savoie,1,,,,,,,
Mme,Émilie Bonnivard,omc_pa721410,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721410.jpg,Les Républicains,,,LR,,04 79 20 70 50,emilie.bonnivard@assemblee-nationale.fr,Savoie,3,,,,,,,CONTRE
M.,Patrick Mignola,omc_pa721418,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721418.jpg,Mouvement Démocrate et apparentés,,,MODEM,,04 56 29 93 41,patrick.mignola@assemblee-nationale.fr,Savoie,4,,,,,,,CONTRE
Mme,Véronique Riotton,omc_pa721426,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721426.jpg,La République en Marche,,,LREM,,01 40 63 74 59,veronique.riotton@assemblee-nationale.fr,Haute-Savoie,1,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Frédérique Lardet,omc_pa721434,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721434.jpg,La République en Marche,,,LREM,,01 40 63 74 60,frederique.lardet@assemblee-nationale.fr,Haute-Savoie,2,,,,,,,CONTRE
Mme,Marion Lenne,omc_pa721450,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721450.jpg,La République en Marche,,,LREM,,01 40 63 74 63,marion.lenne@assemblee-nationale.fr,Haute-Savoie,5,SIGNATAIRE,,Présent,Pour,,,
M.,Xavier Roseren,omc_pa721458,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721458.jpg,La République en Marche,,,LREM,,01 40 63 74 65,xavier.roseren@assemblee-nationale.fr,Haute-Savoie,6,SIGNATAIRE,,,,,,
M.,Gilles Le Gendre,omc_pa721466,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721466.jpg,La République en Marche,,,LREM,,01 40 63 94 01,gilles.le.gendre@assemblee-nationale.fr,Paris,2,,,,,,,
M.,Stéphane Viry,omc_pa721474,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721474.jpg,Les Républicains,,,LR,,03 29 29 29 60,stephane.viry@assemblee-nationale.fr,Vosges,1,,,,,,,CONTRE
M.,Christophe Naegelen,omc_pa721486,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721486.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 06 08,christophe.naegelen@assemblee-nationale.fr,Vosges,3,,,,,,,
M.,Stanislas Guerini,omc_pa721498,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721498.jpg,La République en Marche,,,LREM,,01 40 63 94 05,stanislas.guerini@assemblee-nationale.fr,Paris,3,,,,,PRESENT,CONTRE,
Mme,Brigitte Kuster,omc_pa721506,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721506.jpg,Les Républicains,,,LR,,01 40 63 67 87,brigitte.kuster@assemblee-nationale.fr ,Paris,4,,,,,,,CONTRE
Mme,Stéphanie Kerbarh,omc_pa721514,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721514.jpg,La République en Marche,,,LREM,,01 40 63 63 36,stephanie.kerbarh@assemblee-nationale.fr,Seine-Maritime,9,,,,,,,
M.,Xavier Batut,omc_pa721522,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721522.jpg,La République en Marche,,,LREM,,01 40 63 69 82,xavier.batut@assemblee-nationale.fr,Seine-Maritime,10,,,Présent,Contre,,,
Mme,Aude Luquet,omc_pa721530,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721530.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 67 51,aude.luquet@assemblee-nationale.fr,Seine-et-Marne,1,,,,,,,
Mme,Marie-Christine Verdier-Jouclas,omc_pa721542,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721542.jpg,La République en Marche,,,LREM,,01 40 63 76 68,marie-christine.verdier-jouclas@assemblee-nationale.fr,Tarn,2,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Élise Fajgeles,omc_pa721564,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721564.jpg,La République en Marche,,,LREM,,01.40.63.94.06,elise.fajgeles@assemblee-nationale.fr,Paris,5,,,,,,,CONTRE
M.,Pierre Person,omc_pa721568,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721568.jpg,La République en Marche,,,LREM,,01 40 63 94 07,pierre.person@assemblee-nationale.fr,Paris,6,,,,,,,
M.,Jean Terlier,omc_pa721584,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721584.jpg,La République en Marche,,,LREM,,01 40 63 76 69,jean.terlier@assemblee-nationale.fr,Tarn,3,,,,,,,
Mme,Laurianne Rossi,omc_pa721600,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721600.jpg,La République en Marche,,,LREM,,01 40 63 63 03,laurianne.rossi@assemblee-nationale.fr,Hauts-de-Seine,11,,SIGNATAIRE,,,,,
M.,Jean-Louis Bourlanges,omc_pa721608,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721608.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 75 21,jean-louis.bourlanges@assemblee-nationale.fr,Hauts-de-Seine,12,,,,,,,POUR
M.,Pacôme Rupin,omc_pa721616,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721616.jpg,La République en Marche,,,LREM,,01 40 63 94 08,pacome.rupin@assemblee-nationale.fr,Paris,7,,,,,,,
Mme,Laetitia Avia,omc_pa721624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721624.jpg,La République en Marche,,,LREM,,01 40 63 94 23,laetitia.avia@assemblee-nationale.fr,Paris,8,,,,,PRESENT,CONTRE,
Mme,Patricia Lemoine,omc_pa721632,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721632.jpg,"UDI, Agir et Indépendants",Franck Riester,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 69 70,franck.riester@assemblee-nationale.fr,Seine-et-Marne,5,,,,,,,
M.,Jean-François Parigi,omc_pa721636,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721636.jpg,Les Républicains,,,LR,,01 40 63 68 81,jean-francois.parigi@assemblee-nationale.fr,Seine-et-Marne,6,,,,,,,
M.,Rodrigue Kokouendo,omc_pa721644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721644.jpg,La République en Marche,,,LREM,,01 40 63 94 11,rodrigue.kokouendo@assemblee-nationale.fr,Seine-et-Marne,7,,,,,,,
Mme,Cécile Muschotti,omc_pa721656,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721656.jpg,La République en Marche,,,LREM,,01 40 63 76 39,cecile.muschotti@assemblee-nationale.fr,Var,2,,,,,,,
Mme,Amélie de Montchalin,omc_pa721670,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721670.jpg,La République en Marche,,,LREM,,01 40 63 67 24,amelie.demontchalin@assemblee-nationale.fr,Essonne,6,,,,,PRESENT,CONTRE,
M.,Robin Reda,omc_pa721678,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721678.jpg,Les Républicains,,,LR,,01 40 63 68 76,robinreda91@gmail.com  robin.reda@assemblee-nationale.fr,Essonne,7,,,,,,,
M.,Buon Tan,omc_pa721690,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721690.jpg,La République en Marche,,,LREM,,01 40 63 95 03,buon.tan@assemblee-nationale.fr,Paris,9,,,,,,,NE VEUT PAS REPONDRE ( PAS LE TEMPS)
M.,Jean-Michel Fauvergue,omc_pa721702,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721702.jpg,La République en Marche,,,LREM,,01 40 63 94 12,jean-michel.fauvergue@assemblee-nationale.fr,Seine-et-Marne,8,,,,,,,
Mme,Michèle Peyron,omc_pa721710,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721710.jpg,La République en Marche,,,LREM,,01 40 63 94 13,michelepeyronenmarche77@gmail.com  michele.peyron@assemblee-nationale.fr,Seine-et-Marne,9,,,,,,,CONTRE
Mme,Stéphanie Do,omc_pa721718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721718.jpg,La République en Marche,,,LREM,,01 40 63 93 08,stephanie.do@assemblee-nationale.fr,Seine-et-Marne,10,,,,,,,
Mme,Sereine Mauborgne,omc_pa721726,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721726.jpg,La République en Marche,,,LREM,,01 40 63 76 78,sereine.mauborgne@assemblee-nationale.fr,Var,4,SIGNATAIRE,SIGNATAIRE,Présent,Pour,,,CONTRE
M.,Philippe Michel-Kleisbauer,omc_pa721734,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721734.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 75 02,philippe.michel-kleisbauer@assemblee-nationale.fr,Var,5,,,,,,,CONTRE
Mme,Isabelle Florennes,omc_pa721742,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721742.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 32 19,isabelle.florennes@assemblee-nationale.fr,Hauts-de-Seine,4,,,,,,,CONTRE
Mme,Céline Calvez,omc_pa721750,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721750.jpg,La République en Marche,,,LREM,,01 40 63 48 05,celine.calvez@assemblee-nationale.fr,Hauts-de-Seine,5,,,,,,,
Mme,Olivia Gregoire,omc_pa721764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721764.jpg,La République en Marche,,,LREM,,01 40 63 69 71,oliviagregoire2017@gmail.com  olivia.gregoire@assemblee-nationale.fr,Paris,12,,,,,,,
M.,Didier Baichère,omc_pa721776,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721776.jpg,La République en Marche,,,LREM,,01 40 63 69 74,didier.baichere@assemblee-nationale.fr,Yvelines,1,SIGNATAIRE,,,,PRESENT,CONTRE,
Mme,Valérie Gomez-Bassac,omc_pa721784,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721784.jpg,La République en Marche,,,LREM,,01 40 63 02 51,valerie.gomez-bassac@assemblee-nationale.fr,Var,6,,,,,,,
Mme,Émilie Guerel,omc_pa721792,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721792.jpg,La République en Marche,,,LREM,,01 40 63 02 02,emilie.guerel@assemblee-nationale.fr,Var,7,,SIGNATAIRE,,,,,
M.,Fabien Matras,omc_pa721800,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721800.jpg,La République en Marche,,,LREM,,01 40 63 02 03,fabien.matras@assemblee-nationale.fr,Var,8,,,,,,,
Mme,Michèle Crouzet,omc_pa721808,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721808.jpg,La République en Marche,,,LREM,,01 40 63 60 32,michele.crouzet@assemblee-nationale.fr,Yonne,3,,,Présent,Contre,,,
M.,Ian Boucard,omc_pa721816,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721816.jpg,Les Républicains,,,LR,,01 40 63 61 76,ian.boucard@assemblee-nationale.fr  ian.boucard@gmail.com,Territoire de Belfort,1,,,,,,,
M.,Hugues Renson,omc_pa721824,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721824.jpg,La République en Marche,,,LREM,,01 40 63 51 76 OU 01 40 63 52 61,hugues.renson@assemblee-nationale.fr,Paris,13,,,,,,,
M.,Jean-Noël Barrot,omc_pa721836,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721836.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 67 49,jean-noel.barrot@assemblee-nationale.fr,Yvelines,2,,,,,,,CONTRE
Mme,Béatrice Piron,omc_pa721844,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721844.jpg,La République en Marche,,,LREM,,01.30.51.56.88,beatrice.piron@assemblee-nationale.fr,Yvelines,3,,,,,PRESENT,CONTRE,
Mme,Marie Lebec,omc_pa721852,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721852.jpg,La République en Marche,,,LREM,,01 40 63 95 05,marie.lebec@assemblee-nationale.fr,Yvelines,4,,,,,PRESENT,CONTRE,
M.,Jean-François Cesarini,omc_pa721860,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721860.jpg,La République en Marche,,,LREM,,01 40 63 75 60,jean-francois.cesarini@en-marche.fr  jean-francois.cesarini@assemblee-nationale.fr,Vaucluse,1,,,,,,,CONTRE
M.,Adrien Morenas,omc_pa721876,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721876.jpg,La République en Marche,,,LREM,,01.40.63.31.54,adrien.morenas@assemblee-nationale.fr,Vaucluse,3,,SIGNATAIRE,,,,,
Mme,Marie Guévenoux,omc_pa721880,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721880.jpg,La République en Marche,,,LREM,,01 40 63 68 63,marie.guevenoux@assemblee-nationale.fr,Essonne,9,,,Présent,Contre,,,
M.,Pierre-Alain Raphan,omc_pa721888,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721888.jpg,La République en Marche,,,LREM,,01 40 63 93 06,pierre-alain.raphan@assemblee-nationale.fr,Essonne,10,,,,,,,
Mme,Elsa Faucillon,omc_pa721896,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721896.jpg,Gauche démocrate et républicaine,,,PCF,,01 40 63 60 89,elsa.faucillon@assemblee-nationale.fr,Hauts-de-Seine,1,,,,,,,POUR
Mme,Yaël Braun-Pivet,omc_pa721908,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721908.jpg,La République en Marche,,,LREM,,01 40 63 65 81,yael.braun-pivet@assemblee-nationale.fr,Yvelines,5,,,,,,,
Mme,Natalia Pouzyreff,omc_pa721916,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721916.jpg,La République en Marche,,,LREM,,01 40 63 69 81,natalia.pouzyreff@assemblee-nationale.fr,Yvelines,6,,,,,,,
Mme,Michèle de Vaucouleurs,omc_pa721924,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721924.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 92 13,michele.devaucouleurs@assemblee-nationale.fr,Yvelines,7,,,,,,,
Mme,Marie-France Lorho,omc_pa721932,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721932.jpg,Non inscrit,,,NI,Non déclarée,01 40 63 01 11 OU 01 40 63 01 91,marie-france.lorho@assemblee-nationale.fr,Vaucluse,4,,,,,,,ABSTENTION
M.,Jacques Marilossian,omc_pa721946,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721946.jpg,La République en Marche,,,LREM,,01 40 63 48 27,jacques.marilossian@assemblee-nationale.fr,Hauts-de-Seine,7,,,,,,,
Mme,Delphine O,omc_pa721956,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721956.jpg,La République en Marche,,,LREM,,01.40.63.69.72,delphine.o@assemblee-nationale.fr,Paris,16,,,,,,,
Mme,Danièle Obono,omc_pa721960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721960.jpg,La France insoumise,,,LFI,,01 40 63 61 08,daniele.obono@assemblee-nationale.fr,Paris,17,,,,,,,POUR
M.,Michel Vialay,omc_pa721968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721968.jpg,Les Républicains,,,LR,,01 40 63 67 89,michel.vialay@assemblee-nationale.fr,Yvelines,8,,,,,,,
M.,Bruno Millienne,omc_pa721976,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721976.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 67 53,bruno.millienne@assemblee-nationale.fr,Yvelines,9,,,,,PRESENT,CONTRE,
M.,Philippe Latombe,omc_pa721984,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721984.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 32 19,philippe.latombe@assemblee-nationale.fr  philippelatombe.enmarche85@gmail.com,Vendée,1,,,,,,,CONTRE
Mme,Patricia Gallerneau,omc_pa721992,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721992.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 32 18,patricia.gallerneau@assemblee-nationale.fr,Vendée,2,,,,,,,POUR
M.,Stéphane Buchou,omc_pa722000,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722000.jpg,La République en Marche,,,LREM,,01 40 63 32 09 ,stephane.buchou@assemblee-nationale.fr  stephane.buchou@en-marche.fr,Vendée,3,,,,,PRESENT,CONTRE,
Mme,Martine Leguille-Balloy,omc_pa722008,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722008.jpg,La République en Marche,,,LREM,,01 40 63 04 07,martine.leguille-balloy@assemblee-nationale.fr,Vendée,4,,,,,PRESENT,CONTRE,CONTRE
Mme,Laëtitia Romeiro Dias,omc_pa722022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722022.jpg,La République en Marche,,,LREM,,01 40 63 93 07,laetitia.romeirodias@assemblee-nationale.fr,Essonne,3,,,,,,,
M.,Pierre-Yves Bournazel,omc_pa722030,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722030.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 66 82,pierre-yves.bournazel@assemblee-nationale.fr  pyb18@hotmail.fr,Paris,18,,,,,PRESENT,POUR,POUR
M.,Damien Adam,omc_pa722038,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722038.jpg,La République en Marche,,,LREM,,01.40.63.69.28,damien.adam@assemblee-nationale.fr,Seine-Maritime,1,,,,,,,
