reg,dep,com,insee,name,pop,half
Provence-Alpes-Côte d'Azur,05,075,05075,Manteyer,424,non
Normandie,14,103,14103,Le Breuil-en-Bessin,424,non
Nouvelle-Aquitaine,19,043,19043,La Chapelle-aux-Brocs,424,non
Bretagne,22,342,22342,Trébédan,424,non
Nouvelle-Aquitaine,24,162,24162,Escoire,424,non
Normandie,27,427,27427,Neaufles-Auvergny,424,non
Nouvelle-Aquitaine,33,189,33189,Gornac,424,non
Centre-Val de Loire,41,200,41200,Sainte-Anne,424,non
Auvergne-Rhône-Alpes,42,001,42001,Aboën,424,non
Auvergne-Rhône-Alpes,43,036,43036,Borne,424,non
Grand Est,52,156,52156,Curel,424,non
Pays de la Loire,53,172,53172,Origné,424,non
Grand Est,54,037,54037,Azelot,424,non
Grand Est,57,071,57071,Bettborn,424,non
Hauts-de-France,60,226,60226,Ève,424,non
Occitanie,65,296,65296,Madiran,424,non
Bourgogne-Franche-Comté,71,285,71285,Martigny-le-Comte,424,non
Nouvelle-Aquitaine,79,121,79121,Fomperron,424,non
Grand Est,88,412,88412,Saint-Benoît-la-Chipotte,424,non
Bourgogne-Franche-Comté,89,030,89030,Bazarnes,424,non
Auvergne-Rhône-Alpes,01,434,01434,Versailleux,423,non
Hauts-de-France,02,453,02453,Maizy,423,non
Hauts-de-France,02,457,02457,Marchais,423,non
Grand Est,10,066,10066,Bucey-en-Othe,423,non
Normandie,14,563,14563,Saint-Benoît-d'Hébertot,423,non
Nouvelle-Aquitaine,19,050,19050,Chauffour-sur-Vell,423,non
Bourgogne-Franche-Comté,21,487,21487,Pluvet,423,non
Bretagne,22,023,22023,Bulat-Pestivien,423,non
Occitanie,30,232,30232,Saint-André-d'Olérargues,423,non
Bourgogne-Franche-Comté,39,218,39218,Étrepigney,423,non
Bourgogne-Franche-Comté,39,246,39246,Gendrey,423,non
Centre-Val de Loire,41,260,41260,Thoury,423,non
Auvergne-Rhône-Alpes,42,006,42006,Apinac,423,non
Nouvelle-Aquitaine,47,062,47062,Cauzac,423,non
Normandie,50,270,50270,Lieusaint,423,non
Normandie,50,496,50496,Saint-Jean-le-Thomas,423,non
Grand Est,55,155,55155,Dombasle-en-Argonne,423,non
Normandie,61,141,61141,Cuissai,423,non
Normandie,61,501,61501,Verrières,423,non
Auvergne-Rhône-Alpes,63,031,63031,Beaulieu,423,non
Auvergne-Rhône-Alpes,63,274,63274,Perpezat,423,non
Nouvelle-Aquitaine,64,286,64286,Laà-Mondrans,423,non
Grand Est,67,165,67165,Grandfontaine,423,non
Grand Est,68,092,68092,Fislis,423,non
Hauts-de-France,80,262,80262,Eaucourt-sur-Somme,423,non
Hauts-de-France,80,481,80481,Lihons,423,non
Nouvelle-Aquitaine,86,091,86091,Curzay-sur-Vonne,423,non
Grand Est,88,059,88059,Biffontaine,423,non
Bourgogne-Franche-Comté,89,468,89468,Villevallier,423,non
Bourgogne-Franche-Comté,90,090,90090,Saint-Dizier-l'Évêque,423,non
Hauts-de-France,02,527,02527,Morsain,422,non
Provence-Alpes-Côte d'Azur,04,124,04124,Montagnac-Montpezat,422,non
Auvergne-Rhône-Alpes,15,252,15252,Velzic,422,non
Nouvelle-Aquitaine,16,069,16069,Cellettes,422,non
Nouvelle-Aquitaine,17,260,17260,Neuvicq,422,non
Bourgogne-Franche-Comté,21,269,21269,Flammerans,422,non
Bretagne,22,293,22293,Saint-Gilles-les-Bois,422,non
Nouvelle-Aquitaine,23,101,23101,Jouillat,422,non
Nouvelle-Aquitaine,24,107,24107,La Chapelle-Faucher,422,non
Bourgogne-Franche-Comté,25,050,25050,Le Bélieu,422,non
Centre-Val de Loire,36,022,36022,Bouesse,422,non
Bourgogne-Franche-Comté,39,093,39093,Chamblay,422,non
Nouvelle-Aquitaine,40,078,40078,Caupenne,422,non
Pays de la Loire,49,011,49011,Artannes-sur-Thouet,422,non
Normandie,50,046,50046,Bérigny,422,non
Normandie,50,079,50079,Breuville,422,non
Normandie,50,537,50537,Saint-Pierre-de-Coutances,422,non
Grand Est,52,308,52308,Maranville,422,non
Bretagne,56,264,56264,Kernascléden,422,non
Hauts-de-France,60,089,60089,Boubiers,422,non
Hauts-de-France,60,413,60413,Montagny-Sainte-Félicité,422,non
Hauts-de-France,60,516,60516,Puiseux-en-Bray,422,non
Normandie,61,221,61221,Landigou,422,non
Grand Est,67,117,67117,Eckartswiller,422,non
Grand Est,67,395,67395,Reutenbourg,422,non
Bourgogne-Franche-Comté,70,393,70393,Oiselay-et-Grachaux,422,non
Auvergne-Rhône-Alpes,73,099,73099,Détrier,422,non
Normandie,76,290,76290,Frichemesnil,422,non
Normandie,76,325,76325,Grémonville,422,non
Hauts-de-France,80,400,80400,Guillaucourt,422,non
Pays de la Loire,85,271,85271,Saint-Sulpice-en-Pareds,422,non
Hauts-de-France,02,133,02133,Bucy-lès-Pierrepont,421,non
Provence-Alpes-Côte d'Azur,05,068,05068,Jarjayes,421,non
Occitanie,09,299,09299,Soueix-Rogalle,421,non
Occitanie,11,181,11181,Labécède-Lauragais,421,non
Occitanie,12,268,12268,Sénergues,421,non
Bourgogne-Franche-Comté,21,294,21294,Gerland,421,non
Bretagne,22,037,22037,La Chapelle-Neuve,421,non
Bretagne,22,146,22146,Mellionnec,421,non
Bourgogne-Franche-Comté,25,100,25100,Bulle,421,non
Normandie,27,529,27529,Saint-Cyr-la-Campagne,421,non
Occitanie,32,120,32120,Encausse,421,non
Nouvelle-Aquitaine,33,390,33390,Sainte-Colombe,421,non
Centre-Val de Loire,45,157,45157,Givraines,421,non
Normandie,50,060,50060,La Bloutière,421,non
Grand Est,51,610,51610,Verrières,421,non
Grand Est,54,476,54476,Saint-Jean-lès-Longuyon,421,non
Hauts-de-France,60,250,60250,Fouquenies,421,non
Normandie,61,209,61209,Joué-du-Bois,421,non
Normandie,61,300,61300,Moutiers-au-Perche,421,non
Auvergne-Rhône-Alpes,63,288,63288,Prompsat,421,non
Auvergne-Rhône-Alpes,63,451,63451,Vernines,421,non
Nouvelle-Aquitaine,64,344,64344,Livron,421,non
Occitanie,66,095,66095,Latour-de-Carol,421,non
Hauts-de-France,80,405,80405,Hailles,421,non
Hauts-de-France,02,329,02329,Fourdrain,420,non
Hauts-de-France,02,541,02541,Neufchâtel-sur-Aisne,420,non
Auvergne-Rhône-Alpes,03,011,03011,Aurouër,420,non
Occitanie,09,003,09003,L'Aiguillon,420,non
Grand Est,10,263,10263,Neuville-sur-Vanne,420,non
Nouvelle-Aquitaine,17,108,17108,Clam,420,non
Centre-Val de Loire,18,176,18176,Parassy,420,non
Nouvelle-Aquitaine,19,059,19059,Concèze,420,non
Bourgogne-Franche-Comté,25,479,25479,Rang,420,non
Occitanie,32,388,32388,Sainte-Marie,420,non
Centre-Val de Loire,37,082,37082,Continvoir,420,non
Bourgogne-Franche-Comté,39,008,39008,Amange,420,non
Centre-Val de Loire,45,027,45027,Beauchamps-sur-Huillard,420,non
Nouvelle-Aquitaine,47,244,47244,Sainte-Gemme-Martaillac,420,non
Grand Est,51,289,51289,Heiltz-le-Maurupt,420,non
Grand Est,52,102,52102,Champigny-lès-Langres,420,non
Grand Est,54,567,54567,Villacourt,420,non
Hauts-de-France,60,429,60429,Morangles,420,non
Normandie,61,102,61102,Le Châtellier,420,non
Hauts-de-France,62,144,62144,Boiry-Becquerelle,420,non
Hauts-de-France,62,385,62385,Grand-Rullecourt,420,non
Bourgogne-Franche-Comté,70,083,70083,Bouligney,420,non
Bourgogne-Franche-Comté,71,244,71244,Jouvençon,420,non
Normandie,76,133,76133,Le Bourg-Dun,420,non
Hauts-de-France,02,363,02363,Guny,419,non
Grand Est,08,119,08119,Cheveuges,419,non
Normandie,14,449,14449,Monts-en-Bessin,419,non
Auvergne-Rhône-Alpes,15,055,15055,Coren,419,non
Nouvelle-Aquitaine,17,220,17220,Marignac,419,non
Bourgogne-Franche-Comté,25,375,25375,Mérey-sous-Montrond,419,non
Bourgogne-Franche-Comté,25,609,25609,Verrières-de-Joux,419,non
Normandie,27,601,27601,Saint-Samson-de-la-Roque,419,non
Centre-Val de Loire,28,311,28311,Le Puiset,419,non
Occitanie,30,158,30158,Martignargues,419,non
Occitanie,31,051,31051,Beaufort,419,non
Centre-Val de Loire,41,103,41103,Huisseau-en-Beauce,419,non
Centre-Val de Loire,45,038,45038,Bondaroy,419,non
Occitanie,46,073,46073,Concots,419,non
Grand Est,51,042,51042,Baye,419,non
Pays de la Loire,53,251,53251,Saint-Quentin-les-Anges,419,non
Grand Est,54,380,54380,Mont-le-Vignoble,419,non
Grand Est,55,401,55401,Les Paroches,419,non
Grand Est,55,477,55477,Savonnières-en-Perthois,419,non
Hauts-de-France,60,081,60081,Bonlier,419,non
Hauts-de-France,60,375,60375,Maimbeville,419,non
Hauts-de-France,62,689,62689,Ransart,419,non
Auvergne-Rhône-Alpes,63,382,63382,Saint-Pardoux,419,non
Nouvelle-Aquitaine,64,365,64365,Malaussanne,419,non
Auvergne-Rhône-Alpes,73,207,73207,Presle,419,non
Occitanie,82,151,82151,Roquecor,419,non
Provence-Alpes-Côte d'Azur,84,085,84085,Murs,419,non
Nouvelle-Aquitaine,86,136,86136,Lizant,419,non
Bourgogne-Franche-Comté,89,335,89335,Saint-Aubin-sur-Yonne,419,non
Hauts-de-France,02,282,02282,Eppes,418,non
Hauts-de-France,02,330,02330,Francilly-Selency,418,non
Occitanie,09,116,09116,Escosse,418,non
Normandie,14,713,14713,Trois-Monts,418,non
Auvergne-Rhône-Alpes,15,147,15147,Parlan,418,non
Nouvelle-Aquitaine,16,110,16110,Courcôme,418,non
Centre-Val de Loire,18,234,18234,Saint-Saturnin,418,non
Nouvelle-Aquitaine,23,090,23090,Gentioux-Pigerolles,418,non
Nouvelle-Aquitaine,24,519,24519,Sarlande,418,non
Nouvelle-Aquitaine,24,565,24565,Varaignes,418,non
Bourgogne-Franche-Comté,25,032,25032,Autechaux,418,non
Occitanie,30,109,30109,Euzet,418,non
Occitanie,30,337,30337,Vallabrix,418,non
Nouvelle-Aquitaine,33,087,33087,Camiran,418,non
Bretagne,35,268,35268,Saint-Ganton,418,non
Nouvelle-Aquitaine,47,152,47152,Lougratte,418,non
Nouvelle-Aquitaine,47,278,47278,Saint-Sernin,418,non
Normandie,50,354,50354,Montsurvent,418,non
Normandie,50,376,50376,Nicorps,418,non
Normandie,50,478,50478,Saint-Germain-de-Tournebut,418,non
Grand Est,54,081,54081,Boismont,418,non
Bourgogne-Franche-Comté,58,293,58293,Toury-Lurcy,418,non
Hauts-de-France,60,418,60418,Montiers,418,non
Nouvelle-Aquitaine,64,207,64207,Escou,418,non
Grand Est,67,530,67530,Wickersheim-Wilshausen,418,non
Pays de la Loire,72,208,72208,Montmirail,418,non
Normandie,76,229,76229,Elbeuf-en-Bray,418,non
Occitanie,81,303,81303,Trébas,418,non
Grand Est,10,372,10372,Soulaines-Dhuys,417,non
Occitanie,12,187,12187,Prades-d'Aubrac,417,non
Nouvelle-Aquitaine,19,096,19096,Ladignac-sur-Rondelles,417,non
Nouvelle-Aquitaine,24,488,24488,Saint-Pompont,417,non
Auvergne-Rhône-Alpes,26,215,26215,La Motte-Chalancon,417,non
Occitanie,30,052,30052,Bréau-et-Salagosse,417,non
Occitanie,30,190,30190,Notre-Dame-de-la-Rouvière,417,non
Bourgogne-Franche-Comté,39,006,39006,Aiglepierre,417,non
Auvergne-Rhône-Alpes,42,016,42016,La Bénisson-Dieu,417,non
Pays de la Loire,53,059,53059,La Chapelle-Rainsouin,417,non
Pays de la Loire,53,169,53169,Olivet,417,non
Grand Est,54,376,54376,Montenoy,417,non
Grand Est,54,402,54402,Norroy-le-Sec,417,non
Grand Est,57,142,57142,Chieulles,417,non
Grand Est,57,273,57273,Guerstling,417,non
Occitanie,65,390,65390,Saint-Lézer,417,non
Grand Est,67,009,67009,Altwiller,417,non
Grand Est,68,046,68046,Bourbach-le-Haut,417,non
Auvergne-Rhône-Alpes,74,029,74029,Bassy,417,non
Normandie,76,311,76311,Goupillières,417,non
Île-de-France,78,391,78391,Méricourt,417,non
Provence-Alpes-Côte d'Azur,84,101,84101,La Roque-sur-Pernes,417,non
Nouvelle-Aquitaine,87,012,87012,Berneuil,417,non
Bourgogne-Franche-Comté,89,359,89359,Saint-Maurice-aux-Riches-Hommes,417,non
Hauts-de-France,02,454,02454,La Malmaison,416,non
Nouvelle-Aquitaine,16,049,16049,Bonnes,416,non
Nouvelle-Aquitaine,19,078,19078,Estivaux,416,non
Bretagne,22,217,22217,Plougras,416,non
Bretagne,22,300,22300,Saint-Hervé,416,non
Nouvelle-Aquitaine,23,211,23211,Saint-Marc-à-Frongier,416,non
Nouvelle-Aquitaine,23,240,23240,Saint-Silvain-Bas-le-Roc,416,non
Normandie,27,239,27239,Ferrières-Saint-Hilaire,416,non
Occitanie,30,181,30181,Montmirat,416,non
Occitanie,30,196,30196,Le Pin,416,non
Centre-Val de Loire,36,017,36017,La Berthenoux,416,non
Auvergne-Rhône-Alpes,38,086,38086,Chasselay,416,non
Auvergne-Rhône-Alpes,38,284,38284,Ornacieux,416,non
Nouvelle-Aquitaine,40,022,40022,Bahus-Soubiran,416,non
Nouvelle-Aquitaine,47,327,47327,Xaintrailles,416,non
Pays de la Loire,53,220,53220,Saint-Georges-le-Fléchard,416,non
Grand Est,57,264,57264,Guebenhouse,416,non
Hauts-de-France,59,304,59304,Herrin,416,non
Auvergne-Rhône-Alpes,69,212,69212,Saint-Jean-des-Vignes,416,non
Auvergne-Rhône-Alpes,01,112,01112,Condamine,415,non
Auvergne-Rhône-Alpes,03,047,03047,La Celle,415,non
Grand Est,08,476,08476,Villers-devant-le-Thour,415,non
Nouvelle-Aquitaine,16,218,16218,Mesnac,415,non
Nouvelle-Aquitaine,17,191,17191,La Jard,415,non
Centre-Val de Loire,18,261,18261,Thaumiers,415,non
Nouvelle-Aquitaine,23,052,23052,La Chapelle-Taillefert,415,non
Bourgogne-Franche-Comté,25,079,25079,Boujailles,415,non
Nouvelle-Aquitaine,33,346,33346,Puybarban,415,non
Auvergne-Rhône-Alpes,38,235,38235,Miribel-Lanchâtre,415,non
Auvergne-Rhône-Alpes,38,263,38263,Morette,415,non
Auvergne-Rhône-Alpes,42,027,42027,Bully,415,non
Grand Est,51,417,51417,Orconte,415,non
Pays de la Loire,53,239,53239,Saint-Martin-de-Connée,415,non
Grand Est,55,498,55498,Souilly,415,non
Grand Est,57,714,57714,Haute-Vigneulles,415,non
Bourgogne-Franche-Comté,58,269,58269,Saint-Sulpice,415,non
Hauts-de-France,59,049,59049,Bantouzelle,415,non
Hauts-de-France,59,625,59625,Villers-Plouich,415,non
Normandie,61,194,61194,Goulet,415,non
Hauts-de-France,62,179,62179,Brunembert,415,non
Hauts-de-France,62,585,62585,Montcavrel,415,non
Auvergne-Rhône-Alpes,63,177,63177,Isserteaux,415,non
Nouvelle-Aquitaine,64,557,64557,Vignes,415,non
Grand Est,67,186,67186,Hegeney,415,non
Bourgogne-Franche-Comté,70,250,70250,Franchevelle,415,non
Île-de-France,78,320,78320,Jeufosse,415,non
Hauts-de-France,80,377,80377,Gézaincourt,415,non
Hauts-de-France,80,426,80426,Heilly,415,non
Hauts-de-France,80,691,80691,Saigneville,415,non
Occitanie,81,040,81040,Brousse,415,non
Nouvelle-Aquitaine,87,188,87188,Saint-Yrieix-sous-Aixe,415,non
Bourgogne-Franche-Comté,89,466,89466,Villeroy,415,non
Provence-Alpes-Côte d'Azur,04,081,04081,Esparron-de-Verdon,414,non
Provence-Alpes-Côte d'Azur,04,126,04126,Montclar,414,non
Nouvelle-Aquitaine,17,046,17046,Bignay,414,non
Nouvelle-Aquitaine,17,316,17316,Saint-Ciers-Champagne,414,non
Centre-Val de Loire,18,243,18243,Santranges,414,non
Nouvelle-Aquitaine,19,230,19230,Saint-Pardoux-Corbier,414,non
Nouvelle-Aquitaine,24,395,24395,Saint-Cybranet,414,non
Auvergne-Rhône-Alpes,26,016,26016,Aubres,414,non
Normandie,27,379,27379,Mainneville,414,non
Occitanie,31,219,31219,Gensac-sur-Garonne,414,non
Nouvelle-Aquitaine,40,263,40263,Saint-Jean-de-Lier,414,non
Auvergne-Rhône-Alpes,42,140,42140,Marols,414,non
Pays de la Loire,53,067,53067,Chémeré-le-Roi,414,non
Grand Est,54,583,54583,Villey-le-Sec,414,non
Bourgogne-Franche-Comté,58,092,58092,Crux-la-Ville,414,non
Hauts-de-France,60,378,60378,Marest-sur-Matz,414,non
Grand Est,67,149,67149,Furchhausen,414,non
Grand Est,68,050,68050,Bréchaumont,414,non
Normandie,76,666,76666,Saumont-la-Poterie,414,non
Île-de-France,77,130,77130,Coulommes,414,non
Occitanie,82,152,82152,Saint-Aignan,414,non
Pays de la Loire,85,248,85248,Saint-Martin-Lars-en-Sainte-Hermine,414,non
Nouvelle-Aquitaine,86,197,86197,Pouant,414,non
Hauts-de-France,02,013,02013,Amifontaine,413,non
Auvergne-Rhône-Alpes,07,282,07282,Saint-Pierre-de-Colombier,413,non
Occitanie,12,210,12210,Saint-André-de-Najac,413,non
Normandie,14,055,14055,Beaumont-en-Auge,413,non
Bretagne,22,328,22328,Saint-Servais,413,non
Auvergne-Rhône-Alpes,26,298,26298,Saint-Christophe-et-le-Laris,413,non
Normandie,27,052,27052,Le Bec-Hellouin,413,non
Centre-Val de Loire,28,167,28167,Fruncé,413,non
Centre-Val de Loire,37,004,37004,Anché,413,non
Centre-Val de Loire,41,070,41070,Couture-sur-Loir,413,non
Auvergne-Rhône-Alpes,43,026,43026,Bellevue-la-Montagne,413,non
Nouvelle-Aquitaine,47,033,47033,Boudy-de-Beauregard,413,non
Grand Est,52,401,52401,Poulangy,413,non
Grand Est,57,392,57392,Lemud,413,non
Hauts-de-France,59,116,59116,Bry,413,non
Hauts-de-France,60,105,60105,Brétigny,413,non
Normandie,76,059,76059,Bazinval,413,non
Île-de-France,77,454,77454,Sognolles-en-Montois,413,non
Île-de-France,77,505,77505,Villemareuil,413,non
Hauts-de-France,80,148,80148,Buigny-lès-Gamaches,413,non
Hauts-de-France,80,782,80782,Vaux-en-Amiénois,413,non
Occitanie,82,140,82140,Piquecos,413,non
Hauts-de-France,02,291,02291,Estrées,412,non
Auvergne-Rhône-Alpes,07,016,07016,Asperjoc,412,non
Grand Est,10,336,10336,Saint-Benoît-sur-Seine,412,non
Nouvelle-Aquitaine,16,375,16375,Suaux,412,non
Nouvelle-Aquitaine,24,153,24153,La Dornac,412,non
Bourgogne-Franche-Comté,25,486,25486,Remoray-Boujeons,412,non
Centre-Val de Loire,28,100,28100,Cintray,412,non
Occitanie,30,111,30111,Foissac,412,non
Nouvelle-Aquitaine,33,163,33163,Faleyras,412,non
Occitanie,34,286,34286,Saint-Privat,412,non
Bourgogne-Franche-Comté,39,126,39126,La Chaumusse,412,non
Nouvelle-Aquitaine,40,254,40254,Saint-Cricq-du-Gave,412,non
Auvergne-Rhône-Alpes,43,186,43186,Saint-Front,412,non
Centre-Val de Loire,45,239,45239,Oussoy-en-Gâtinais,412,non
Centre-Val de Loire,45,314,45314,Sully-la-Chapelle,412,non
Grand Est,54,212,54212,Fresnois-la-Montagne,412,non
Grand Est,54,335,54335,Maixe,412,non
Hauts-de-France,59,341,59341,Lesdain,412,non
Hauts-de-France,60,019,60019,Antheuil-Portes,412,non
Hauts-de-France,62,052,62052,Audembert,412,non
Auvergne-Rhône-Alpes,63,465,63465,Viverols,412,non
Auvergne-Rhône-Alpes,73,201,73201,Planay,412,non
Normandie,76,065,76065,Beaussault,412,non
Normandie,76,350,76350,Hautot-sur-Seine,412,non
Île-de-France,77,038,77038,Boissettes,412,non
Hauts-de-France,80,248,80248,Dompierre-sur-Authie,412,non
Occitanie,81,160,81160,Massaguel,412,non
Hauts-de-France,02,709,02709,Serain,411,non
Grand Est,10,249,10249,Montiéramey,411,non
Occitanie,12,280,12280,Thérondels,411,non
Normandie,14,182,14182,Cormolain,411,non
Bourgogne-Franche-Comté,25,557,25557,Tallenay,411,non
Normandie,27,436,27436,Nogent-le-Sec,411,non
Centre-Val de Loire,28,031,28031,Beaumont-les-Autels,411,non
Occitanie,30,071,30071,Cassagnoles,411,non
Occitanie,30,231,30231,Saint-André-de-Valborgne,411,non
Bretagne,35,071,35071,Le Châtellier,411,non
Auvergne-Rhône-Alpes,43,045,43045,Ceyssac,411,non
Grand Est,51,446,51446,Pringy,411,non
Grand Est,51,450,51450,Puisieulx,411,non
Grand Est,57,476,57476,Monneren,411,non
Hauts-de-France,59,102,59102,Boussières-en-Cambrésis,411,non
Hauts-de-France,62,743,62743,Sainte-Austreberthe,411,non
Nouvelle-Aquitaine,64,046,64046,Armendarits,411,non
Normandie,76,387,76387,Lindebeuf,411,non
Hauts-de-France,80,341,80341,Fourdrinoy,411,non
Hauts-de-France,80,573,80573,Morvillers-Saint-Saturnin,411,non
Occitanie,82,065,82065,Gasques,411,non
Grand Est,88,147,88147,Dommartin-aux-Bois,411,non
Île-de-France,91,602,91602,Souzy-la-Briche,411,non
Auvergne-Rhône-Alpes,07,232,07232,Saint-Étienne-de-Lugdarès,410,non
Occitanie,09,085,09085,Castillon-en-Couserans,410,non
Normandie,14,620,14620,Saint-Martin-aux-Chartrains,410,non
Nouvelle-Aquitaine,16,285,16285,Rougnac,410,non
Nouvelle-Aquitaine,17,320,17320,Saint-Coutant-le-Grand,410,non
Bretagne,22,330,22330,Saint-Thélo,410,non
Occitanie,32,110,32110,Courrensan,410,non
Nouvelle-Aquitaine,33,025,33025,Baigneaux,410,non
Nouvelle-Aquitaine,33,116,33116,Cazats,410,non
Bourgogne-Franche-Comté,39,315,39315,Marnoz,410,non
Auvergne-Rhône-Alpes,43,221,43221,Saint-Privat-d'Allier,410,non
Occitanie,46,053,46053,Camburat,410,non
Normandie,50,042,50042,Beauvoir,410,non
Grand Est,54,289,54289,Laître-sous-Amance,410,non
Hauts-de-France,60,421,60421,Mont-l'Évêque,410,non
Auvergne-Rhône-Alpes,63,318,63318,Saint-Angel,410,non
Grand Est,67,427,67427,Saint-Maurice,410,non
Auvergne-Rhône-Alpes,69,058,69058,Chiroubles,410,non
Bourgogne-Franche-Comté,70,220,70220,Essertenne-et-Cecey,410,non
Auvergne-Rhône-Alpes,73,327,73327,Vions,410,non
Normandie,76,665,76665,Sauchay,410,non
Nouvelle-Aquitaine,79,214,79214,Pouffonds,410,non
Hauts-de-France,02,431,02431,Liez,409,non
Auvergne-Rhône-Alpes,03,281,03281,Le Theil,409,non
Auvergne-Rhône-Alpes,07,087,07087,Fabras,409,non
Occitanie,11,337,11337,Saint-Couat-d'Aude,409,non
Nouvelle-Aquitaine,17,129,17129,Courpignac,409,non
Nouvelle-Aquitaine,17,165,17165,Fontenet,409,non
Bourgogne-Franche-Comté,21,506,21506,Premeaux-Prissey,409,non
Bretagne,22,205,22205,Plorec-sur-Arguenon,409,non
Bourgogne-Franche-Comté,25,425,25425,Noël-Cerneux,409,non
Normandie,27,148,27148,La Chapelle-Gauthier,409,non
Occitanie,31,551,31551,Tarabel,409,non
Nouvelle-Aquitaine,33,285,33285,Mombrier,409,non
Centre-Val de Loire,36,137,36137,Néons-sur-Creuse,409,non
Centre-Val de Loire,37,112,37112,Gizeux,409,non
Centre-Val de Loire,45,301,45301,Santeau,409,non
Occitanie,46,062,46062,Castelfranc,409,non
Nouvelle-Aquitaine,47,305,47305,Tayrac,409,non
Grand Est,51,249,51249,Festigny,409,non
Bourgogne-Franche-Comté,58,231,58231,Saint-Aubin-les-Forges,409,non
Hauts-de-France,59,101,59101,Bousignies-sur-Roc,409,non
Occitanie,65,005,65005,Allier,409,non
Occitanie,65,262,65262,Larreule,409,non
Occitanie,66,132,66132,Palau-de-Cerdagne,409,non
Grand Est,68,037,68037,Biltzheim,409,non
Grand Est,68,211,68211,Mitzach,409,non
Pays de la Loire,72,100,72100,Courcelles-la-Forêt,409,non
Auvergne-Rhône-Alpes,73,104,73104,Dullin,409,non
